AMC,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,AUM,Category,Risk
nippon india mutual fund,0,5,0.0403,20.08,0.2985,0.1856,100.0,100.0,Other,VeryHigh
nippon india mutual fund,3,0,0.0464,71.82,0.4416,0.21850000000000003,100.0,100.0,Equity,ModeratelyHigh
edelweiss mutual fund,0,4,0.0638,39.48,0.4628,0.2026,100.0,100.0,Equity,Moderate
edelweiss mutual fund,2,2,0.057800000000000004,113.51,0.376,0.17379999999999998,500.0,500.0,Equity,Moderate
jm financial mutual fund,2,4,0.0406,21.21,0.4316,0.2291,100.0,100.0,Equity,ModeratelyHigh
jm financial mutual fund,3,2,0.0048,31.06,0.0722,0.0557,100.0,100.0,Hybrid,Low
jm financial mutual fund,0,0,0.08810000000000001,10.95,0.0,0.0,100.0,100.0,Equity,VeryHigh
jm financial mutual fund,4,5,0.0481,130.14,0.48700000000000004,0.2346,100.0,100.0,Hybrid,Moderate
jm financial mutual fund,4,4,0.058899999999999994,52.26,0.5146000000000001,0.22940000000000002,500.0,500.0,Equity,Moderate
dsp mutual fund,0,3,0.0768,106.95,0.3911,0.16440000000000002,100.0,100.0,Equity,Moderate
aditya birla sun life mutual fund,2,1,0.06309999999999999,61.63,0.3504,0.13140000000000002,500.0,500.0,Equity,VeryHigh
aditya birla sun life mutual fund,2,1,0.06309999999999999,61.63,0.3504,0.13140000000000002,500.0,500.0,Equity,VeryHigh
aditya birla sun life mutual fund,0,0,0.0,47.49,0.0,0.0,500.0,500.0,Equity,VeryHigh
canara robeco mutual fund,3,3,0.0483,358.9,0.28850000000000003,0.13269999999999998,1000.0,1000.0,Hybrid,VeryHigh
canara robeco mutual fund,3,2,0.011200000000000002,28.12,0.08199999999999999,0.0512,1000.0,1000.0,Debt,Moderate
canara robeco mutual fund,0,2,0.011200000000000002,28.12,0.08199999999999999,0.0512,1000.0,1000.0,Debt,Moderate
canara robeco mutual fund,3,2,0.009399999999999999,52.84,0.0789,0.0449,1000.0,1000.0,Debt,Moderate
canara robeco mutual fund,0,2,0.009399999999999999,52.84,0.0789,0.0449,1000.0,1000.0,Debt,Moderate
canara robeco mutual fund,3,3,0.013600000000000001,72.04,0.0932,0.056600000000000004,1000.0,1000.0,Debt,Moderate
canara robeco mutual fund,0,3,0.013600000000000001,72.04,0.0932,0.056600000000000004,1000.0,1000.0,Debt,Moderate
canara robeco mutual fund,4,3,0.005600000000000001,39.7,0.07150000000000001,0.0567,1000.0,1000.0,Debt,LowtoModerate
canara robeco mutual fund,0,0,0.0067,11.37,0.0729,0.0,1000.0,1000.0,Debt,Moderate
canara robeco mutual fund,5,5,0.0058,2973.87,0.0735,0.0602,1000.0,1000.0,Debt,LowtoModerate
canara robeco mutual fund,3,4,0.0219,92.98,0.1306,0.0737,1000.0,1000.0,Hybrid,ModeratelyHigh
canara robeco mutual fund,0,4,0.0219,92.98,0.1306,0.0737,1000.0,1000.0,Hybrid,ModeratelyHigh
mirae asset mutual fund,0,4,0.051699999999999996,25.56,0.3578,0.1747,500.0,500.0,Other,Moderate
edelweiss mutual fund,4,0,0.0513,87.33,0.3404,0.1655,100.0,100.0,Equity,Moderate
edelweiss mutual fund,4,0,0.051399999999999994,86.19,0.3404,0.1656,100.0,100.0,Equity,Moderate
edelweiss mutual fund,4,4,0.051399999999999994,86.8,0.3403,0.16519999999999999,100.0,100.0,Equity,Moderate
edelweiss mutual fund,0,0,0.0068000000000000005,14.99,0.0947,0.0443,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.0288,30.57,0.1661,0.0968,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.023399999999999997,14.46,0.1745,0.0,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,4,4,0.0353,51.05,0.2555,0.126,100.0,100.0,Hybrid,VeryHigh
edelweiss mutual fund,0,0,0.012199999999999999,32.89,0.047,0.13140000000000002,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,2,0.0603,20.32,0.4147,0.1618,100.0,100.0,Other,High
edelweiss mutual fund,0,0,0.0518,10.18,0.0,0.0,100.0,100.0,Equity,VeryHigh
edelweiss mutual fund,0,0,0.052300000000000006,16.97,0.3944,0.0,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.056100000000000004,22.72,0.2175,0.04650000000000001,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.0665,15.7,0.3912,0.0,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.0415,19.29,0.585,0.0,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.053099999999999994,17.18,0.6435,0.0,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.041299999999999996,19.78,0.2084,0.0754,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.07919999999999999,19.01,0.524,0.0,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.1013,28.06,0.16260000000000002,0.0647,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.039599999999999996,11.35,0.0,0.0,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.0506,14.33,0.2673,0.0,100.0,100.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.08439999999999999,28.16,0.3618,0.1244,100.0,100.0,Equity,VeryHigh
aditya birla sun life mutual fund,4,3,0.0105,118.63,0.0834,0.0547,1000.0,1000.0,Debt,Moderate
aditya birla sun life mutual fund,4,4,0.013300000000000001,77.46,0.1001,0.0579,1000.0,1000.0,Debt,Moderate
aditya birla sun life mutual fund,4,4,0.013300000000000001,77.46,0.1001,0.0579,1000.0,1000.0,Debt,Moderate
aditya birla sun life mutual fund,0,0,0.0143,12.08,0.1017,0.0,500.0,500.0,Debt,Moderate
aditya birla sun life mutual fund,0,0,0.0066,10.26,0.0,0.0,500.0,500.0,Other,LowtoModerate
aditya birla sun life mutual fund,0,0,0.0072,11.14,0.07769999999999999,0.0,500.0,500.0,Other,LowtoModerate
aditya birla sun life mutual fund,0,0,0.006,11.5,0.0761,0.0,500.0,500.0,Other,LowtoModerate
aditya birla sun life mutual fund,0,0,0.0060999999999999995,11.57,0.0795,0.0,500.0,500.0,Other,LowtoModerate
aditya birla sun life mutual fund,0,0,0.005699999999999999,11.27,0.07400000000000001,0.0,500.0,500.0,Other,LowtoModerate
aditya birla sun life mutual fund,0,0,0.0058,11.48,0.0753,0.0,500.0,500.0,Other,LowtoModerate
aditya birla sun life mutual fund,0,0,0.0105,10.73,0.0,0.0,500.0,500.0,Other,Moderate
pgim india mutual fund,1,1,0.045,127.63,0.2309,0.0934,1000.0,1000.0,Hybrid,VeryHigh
bandhan mutual fund,0,3,0.0053,1307.15,0.06709999999999999,0.0559,100.0,100.0,Debt,Low
bandhan mutual fund,0,0,0.0,0.0,0.0,0.0,100.0,100.0,Other,VeryHigh
bandhan mutual fund,0,0,0.0048,10.94,0.0654,0.0,1000.0,1000.0,Other,VeryHigh
aditya birla sun life mutual fund,4,3,0.0708,228.72,0.3896,0.1893,100.0,100.0,Equity,High
tata mutual fund,3,3,0.061799999999999994,554.22,0.33640000000000003,0.19030000000000002,100.0,100.0,Equity,High
tata mutual fund,4,4,0.084,43.49,0.5095000000000001,0.28309999999999996,100.0,100.0,Equity,VeryHigh
hdfc mutual fund,3,3,0.0385,117.08,0.21899999999999997,0.1461,100.0,100.0,Hybrid,VeryHigh
hdfc mutual fund,3,2,0.0683,143.95,0.3803,0.2593,100.0,100.0,Equity,VeryHigh
hdfc mutual fund,4,4,0.0621,193.57,0.479,0.2894,100.0,100.0,Equity,High
bandhan mutual fund,4,4,0.0535,159.23,0.318,0.19820000000000002,500.0,500.0,Equity,Moderate
kotak mahindra mutual fund,4,2,0.0055000000000000005,40.5,0.0702,0.0574,100.0,100.0,Debt,LowtoModerate
kotak mahindra mutual fund,4,4,0.0077,3530.3,0.0799,0.057800000000000004,100.0,100.0,Debt,Moderate
kotak mahindra mutual fund,4,3,0.0067,48.94,0.0741,0.0524,100.0,100.0,Debt,Moderate
kotak mahindra mutual fund,4,2,0.010700000000000001,21.3,0.0928,0.0571,100.0,100.0,Debt,ModeratelyHigh
kotak mahindra mutual fund,4,3,0.0143,35.56,0.1002,0.059000000000000004,100.0,100.0,Debt,ModeratelyHigh
kotak mahindra mutual fund,5,3,0.005699999999999999,4997.93,0.0729,0.0594,100.0,100.0,Debt,LowtoModerate
kotak mahindra mutual fund,3,2,0.0060999999999999995,1413.05,0.07719999999999999,0.0572,100.0,100.0,Debt,LowtoModerate
kotak mahindra mutual fund,0,3,0.0054,1308.62,0.067,0.0559,100.0,100.0,Debt,Low
kotak mahindra mutual fund,4,3,0.008,61.31,0.0785,0.0574,100.0,100.0,Debt,Moderate
kotak mahindra mutual fund,3,1,0.0101,27.98,0.09119999999999999,0.05,100.0,100.0,Debt,High
kotak mahindra mutual fund,4,1,0.005,3148.83,0.0688,0.0546,100.0,100.0,Debt,LowtoModerate
kotak mahindra mutual fund,4,4,0.006,4226.77,0.0756,0.0621,1000.0,1000.0,Debt,LowtoModerate
invesco mutual fund,2,5,0.0055000000000000005,30.27,0.07730000000000001,0.06309999999999999,500.0,500.0,Hybrid,Low
axis mutual fund,4,4,0.008100000000000001,26.14,0.08410000000000001,0.0617,100.0,100.0,Debt,ModeratelyHigh
axis mutual fund,3,2,0.023,28.92,0.1121,0.061799999999999994,100.0,100.0,Hybrid,ModeratelyHigh
axis mutual fund,0,3,0.0051,17.73,0.0762,0.059500000000000004,100.0,100.0,Hybrid,Low
axis mutual fund,4,4,0.0075,15.96,0.0775,0.056799999999999996,100.0,100.0,Debt,Moderate
axis mutual fund,4,4,0.006,1346.37,0.0759,0.062,1000.0,1000.0,Debt,LowtoModerate
axis mutual fund,0,0,0.0151,1180.41,0.11449999999999999,0.0,1000.0,1000.0,Debt,Moderate
axis mutual fund,4,3,0.006999999999999999,20.03,0.07730000000000001,0.0596,1000.0,1000.0,Debt,ModeratelyHigh
axis mutual fund,3,4,0.0141,24.16,0.10710000000000001,0.0601,1000.0,1000.0,Debt,Moderate
axis mutual fund,0,0,0.005699999999999999,11.45,0.07200000000000001,0.0,1000.0,1000.0,Other,LowtoModerate
axis mutual fund,4,4,0.005699999999999999,2908.22,0.07339999999999999,0.0588,1000.0,1000.0,Debt,LowtoModerate
axis mutual fund,4,0,0.0069,28.88,0.0767,0.0562,1000.0,1000.0,Debt,Moderate
axis mutual fund,5,5,0.005699999999999999,2751.49,0.0737,0.0604,500.0,500.0,Debt,Moderate
axis mutual fund,4,0,0.0053,2529.52,0.0684,0.055099999999999996,500.0,500.0,Debt,Moderate
axis mutual fund,4,0,0.005699999999999999,2726.6,0.07339999999999999,0.0588,5000.0,5000.0,Debt,LowtoModerate
axis mutual fund,4,0,0.0069,28.54,0.07629999999999999,0.056100000000000004,5000.0,5000.0,Debt,Moderate
kotak mahindra mutual fund,0,0,0.0819,10.61,0.0,0.0,100.0,100.0,Equity,VeryHigh
kotak mahindra mutual fund,0,4,0.0533,21.43,0.6466,0.20850000000000002,100.0,100.0,Other,Low
union mutual fund,0,3,0.0053,1291.67,0.06709999999999999,0.0559,500.0,500.0,Debt,Low
union mutual fund,0,2,0.0054,13.34,0.0766,0.0574,500.0,500.0,Hybrid,Low
icici prudential mutual fund,0,5,0.0443,30.87,0.47259999999999996,0.2444,100.0,100.0,Other,Moderate
aditya birla sun life mutual fund,3,0,0.0397,484.99,0.5034000000000001,0.2482,100.0,100.0,Equity,VeryHigh
aditya birla sun life mutual fund,0,0,0.0492,15.36,0.0,0.0,100.0,100.0,Equity,VeryHigh
aditya birla sun life mutual fund,4,3,0.0729,57.83,0.2043,0.1407,100.0,100.0,Equity,VeryHigh
aditya birla sun life mutual fund,0,0,0.0176,11.11,0.0,0.0,100.0,100.0,Other,VeryHigh
aditya birla sun life mutual fund,1,0,0.038,31.7,0.2867,0.0934,100.0,100.0,Other,VeryHigh
aditya birla sun life mutual fund,4,0,0.0336,24.17,0.223,0.0463,100.0,100.0,Other,VeryHigh
aditya birla sun life mutual fund,0,0,0.0098,10.68,0.0,0.0,100.0,100.0,Other,VeryHigh
aditya birla sun life mutual fund,0,0,0.0,35.79,0.0,0.0,1000.0,1000.0,Equity,VeryHigh
aditya birla sun life mutual fund,2,0,0.057999999999999996,35.33,0.16190000000000002,0.0471,1000.0,1000.0,Equity,VeryHigh
aditya birla sun life mutual fund,0,0,0.0406,13.32,0.2667,0.0,500.0,500.0,Other,VeryHigh
aditya birla sun life mutual fund,0,0,0.045899999999999996,14.11,0.2555,0.0,100.0,100.0,Hybrid,VeryHigh
aditya birla sun life mutual fund,2,1,0.0155,20.9,0.1099,0.059699999999999996,100.0,100.0,Hybrid,Moderate
aditya birla sun life mutual fund,0,2,0.0537,32.38,0.5404,0.17620000000000002,100.0,100.0,Equity,ModeratelyHigh
aditya birla sun life mutual fund,0,1,0.0504,18.43,0.26539999999999997,0.1164,500.0,500.0,Other,VeryHigh
aditya birla sun life mutual fund,0,0,0.0062,12.57,0.0626,0.0368,500.0,500.0,Other,Moderate
aditya birla sun life mutual fund,0,1,0.0213,14.01,0.12710000000000002,0.0688,500.0,500.0,Other,ModeratelyHigh
aditya birla sun life mutual fund,0,1,0.060599999999999994,20.05,0.33130000000000004,0.1406,500.0,500.0,Other,VeryHigh
edelweiss mutual fund,0,0,0.0113,11.97,0.09789999999999999,0.0,100.0,100.0,Other,Moderate
edelweiss mutual fund,0,0,0.005600000000000001,10.93,0.0747,0.0,100.0,100.0,Hybrid,Low
edelweiss mutual fund,0,4,0.0052,18.38,0.0768,0.060599999999999994,100.0,100.0,Hybrid,Low
edelweiss mutual fund,0,0,0.0076,11.57,0.08410000000000001,0.0,100.0,100.0,Other,Moderate
edelweiss mutual fund,4,0,0.0434,62.2,0.3394,0.1894,100.0,100.0,Hybrid,Moderate
edelweiss mutual fund,4,5,0.0435,62.86,0.3394,0.1882,100.0,100.0,Hybrid,Moderate
edelweiss mutual fund,0,0,0.0113,11.54,0.0924,0.0,100.0,100.0,Other,Moderate
edelweiss mutual fund,5,2,0.0096,23.1,0.07919999999999999,0.054000000000000006,100.0,100.0,Debt,Moderate
edelweiss mutual fund,0,0,0.0064,11.62,0.078,0.0,100.0,100.0,Other,LowtoModerate
edelweiss mutual fund,0,0,0.0144,11.8,0.0928,0.0,100.0,100.0,Other,Moderate
edelweiss mutual fund,0,0,0.009300000000000001,12.56,0.08650000000000001,0.061,100.0,100.0,Other,Moderate
edelweiss mutual fund,0,0,0.0067,12.33,0.0732,0.0501,100.0,100.0,Other,LowtoModerate
edelweiss mutual fund,3,4,0.023700000000000002,23.97,0.1728,0.0955,100.0,100.0,Hybrid,Moderate
edelweiss mutual fund,0,0,0.0005,14.04,0.08259999999999999,0.062,100.0,100.0,Other,Moderate
edelweiss mutual fund,4,0,0.0054,23.0,0.0678,0.0518,100.0,100.0,Debt,LowtoModerate
edelweiss mutual fund,3,2,0.0054,26.88,0.0679,0.0518,100.0,100.0,Debt,LowtoModerate
edelweiss mutual fund,0,0,0.0055000000000000005,11.43,0.0731,0.0,100.0,100.0,Other,LowtoModerate
edelweiss mutual fund,0,0,0.005699999999999999,12.2,0.0741,0.051100000000000007,100.0,100.0,Other,LowtoModerate
edelweiss mutual fund,0,0,0.0064,11.53,0.0802,0.0,100.0,100.0,Other,LowtoModerate
edelweiss mutual fund,0,0,0.0,12.31,0.0,0.0,500.0,500.0,Other,Low
samco mutual fund,0,0,0.0271,10.23,0.0,0.0,500.0,500.0,Equity,VeryHigh
samco mutual fund,0,0,0.005,1125.69,0.0641,0.0,500.0,500.0,Debt,Low
samco mutual fund,0,0,0.0265,15.12,0.45380000000000004,0.0,500.0,500.0,Equity,VeryHigh
invesco mutual fund,5,4,0.0691,127.93,0.3872,0.17079999999999998,100.0,100.0,Equity,High
invesco mutual fund,1,0,0.0002,65.98,0.7084,0.3582,500.0,500.0,Equity,VeryHigh
nippon india mutual fund,2,2,0.011899999999999999,54.34,0.0964,0.0786,100.0,100.0,Hybrid,High
bank of india mutual fund,4,4,0.0816,50.66,0.5218,0.2647,1000.0,1000.0,Equity,VeryHigh
bank of india mutual fund,2,2,0.0383,16.8,0.3884,0.147,1000.0,1000.0,Equity,VeryHigh
hdfc mutual fund,0,0,0.0808,16.24,0.0,0.0,100.0,100.0,Equity,VeryHigh
hdfc mutual fund,0,0,0.1013,14.59,0.451,0.0,100.0,100.0,Equity,VeryHigh
hdfc mutual fund,0,0,0.0361,11.21,0.0,0.0,100.0,100.0,Equity,VeryHigh
sbi mutual fund,0,0,0.0060999999999999995,11.51,0.0765,0.0,500.0,500.0,Other,LowtoModerate
sbi mutual fund,0,0,0.0069,11.54,0.08349999999999999,0.0,500.0,500.0,Other,LowtoModerate
sbi mutual fund,0,4,0.0369,19.26,0.2514,0.1661,500.0,500.0,Other,Moderate
sbi mutual fund,4,0,0.012,59.69,0.0932,0.054900000000000004,500.0,500.0,Debt,Moderate
sbi mutual fund,0,3,0.018000000000000002,13.73,0.1231,0.0875,500.0,500.0,Other,ModeratelyHigh
sbi mutual fund,5,4,0.0097,66.67,0.08199999999999999,0.057,500.0,500.0,Debt,ModeratelyHigh
sbi mutual fund,0,0,0.0092,11.68,0.0882,0.0,500.0,500.0,Other,Moderate
sbi mutual fund,0,0,0.0121,11.95,0.10300000000000001,0.0,500.0,500.0,Other,Moderate
sbi mutual fund,0,4,0.042300000000000004,20.96,0.2841,0.18789999999999998,500.0,500.0,Other,Moderate
sbi mutual fund,0,4,0.0235,15.28,0.16219999999999998,0.1105,500.0,500.0,Other,High
sbi mutual fund,4,4,0.012199999999999999,33.87,0.09050000000000001,0.0637,500.0,500.0,Debt,Moderate
sbi mutual fund,4,0,0.0139,14.9,0.22390000000000002,0.1388,500.0,500.0,Hybrid,ModeratelyHigh
sbi mutual fund,4,4,0.0084,47.99,0.0784,0.0582,500.0,500.0,Debt,ModeratelyHigh
sbi mutual fund,5,5,0.0128,62.75,0.0973,0.0673,500.0,500.0,Debt,Moderate
sbi mutual fund,5,0,0.0128,37.64,0.0973,0.0673,5000.0,5000.0,Debt,Moderate
sbi mutual fund,5,0,0.0128,40.28,0.0973,0.0673,5000.0,5000.0,Debt,Moderate
sbi mutual fund,5,5,0.0403,449.6,0.5305,0.2728,500.0,500.0,Equity,Moderate
sbi mutual fund,2,5,0.024399999999999998,398.91,0.4316,0.2784,500.0,500.0,Equity,High
sbi mutual fund,4,4,0.037200000000000004,56.47,0.2552,0.1527,500.0,500.0,Hybrid,VeryHigh
sundaram mutual fund,0,0,0.0070999999999999995,74.08,0.064,0.0361,0.0,0.0,Debt,Moderate
sundaram mutual fund,0,0,0.0652,10.83,0.0,0.0,100.0,100.0,Equity,VeryHigh
sundaram mutual fund,0,0,0.042699999999999995,11.58,0.0,0.0,100.0,100.0,Hybrid,High
sundaram mutual fund,4,3,0.029900000000000003,68.26,0.1877,0.1117,100.0,100.0,Hybrid,Moderate
sundaram mutual fund,3,2,0.005,2552.57,0.06280000000000001,0.0496,1000.0,1000.0,Debt,LowtoModerate
sundaram mutual fund,3,3,0.0059,14.11,0.0737,0.059500000000000004,1000.0,1000.0,Debt,LowtoModerate
sundaram mutual fund,3,3,0.0217,28.8,0.1153,0.0911,1000.0,1000.0,Hybrid,ModeratelyHigh
sundaram mutual fund,3,0,0.0,35.62,0.0,0.0,1000.0,1000.0,Debt,Moderate
sundaram mutual fund,4,3,0.008199999999999999,40.34,0.0785,0.0542,1000.0,1000.0,Debt,Moderate
sundaram mutual fund,2,5,0.0079,3269.15,0.0713,0.08130000000000001,1000.0,1000.0,Debt,Moderate
sundaram mutual fund,0,0,0.0070999999999999995,65.56,0.064,0.0362,1000.0,1000.0,Debt,Moderate
sundaram mutual fund,1,3,0.005699999999999999,2181.72,0.073,0.059800000000000006,1000.0,1000.0,Debt,LowtoModerate
sundaram mutual fund,3,5,0.010700000000000001,41.63,0.0789,0.0805,250.0,250.0,Debt,Moderate
sundaram mutual fund,0,3,0.0053,1303.2,0.0668,0.0558,250.0,250.0,Debt,Low
sundaram mutual fund,4,3,0.0085,37.63,0.07780000000000001,0.0541,250.0,250.0,Debt,Moderate
sundaram mutual fund,0,1,0.0049,13.73,0.0724,0.0529,500.0,500.0,Hybrid,Low
mirae asset mutual fund,0,0,0.055,18.82,0.30870000000000003,0.12279999999999999,500.0,500.0,Other,VeryHigh
mirae asset mutual fund,0,0,0.0382,19.13,0.5292,0.0,500.0,500.0,Other,VeryHigh
mirae asset mutual fund,0,0,0.0259,10.15,0.0,0.0,500.0,500.0,Other,VeryHigh
mirae asset mutual fund,0,0,0.054900000000000004,11.94,0.0,0.0,500.0,500.0,Other,VeryHigh
mirae asset mutual fund,0,0,0.0329,11.02,0.0,0.0,500.0,500.0,Other,VeryHigh
mirae asset mutual fund,0,0,0.0134,19.79,0.4476,0.1906,5000.0,5000.0,Other,High
mirae asset mutual fund,0,0,0.014499999999999999,15.32,0.2849,0.0,5000.0,5000.0,Other,VeryHigh
mirae asset mutual fund,0,0,0.0101,6.83,0.09449999999999999,0.0,5000.0,5000.0,Other,VeryHigh
mahindra manulife mutual fund,0,3,0.055,16.78,0.3482,0.1863,500.0,500.0,Equity,VeryHigh
mahindra manulife mutual fund,4,0,0.058600000000000006,36.73,0.44229999999999997,0.2248,500.0,500.0,Equity,High
mirae asset mutual fund,3,2,0.061,114.06,0.2732,0.1319,500.0,500.0,Equity,VeryHigh
mirae asset mutual fund,3,4,0.0583,18.99,0.21059999999999998,0.14859999999999998,500.0,500.0,Equity,VeryHigh
mirae asset mutual fund,2,1,0.0897,26.21,0.2498,0.1054,500.0,500.0,Equity,VeryHigh
hsbc mutual fund,0,0,0.1056,15.19,0.5136,0.0,500.0,500.0,Equity,VeryHigh
hsbc mutual fund,3,2,0.012,20.62,0.1045,0.0584,500.0,500.0,Other,ModeratelyHigh
hsbc mutual fund,2,0,0.0707,92.52,0.42450000000000004,0.1883,500.0,500.0,Equity,Moderate
hsbc mutual fund,3,3,0.060899999999999996,137.19,0.4828,0.19510000000000002,500.0,500.0,Equity,Moderate
hsbc mutual fund,4,3,0.0393,40.69,0.307,0.1499,500.0,500.0,Other,VeryHigh
hsbc mutual fund,3,2,0.0332,35.14,0.2593,0.129,500.0,500.0,Other,High
bandhan mutual fund,0,0,0.0169,10.59,0.0,0.0,100.0,100.0,Debt,Moderate
bandhan mutual fund,0,0,0.006999999999999999,11.42,0.0833,0.0,100.0,100.0,Other,LowtoModerate
bandhan mutual fund,0,0,0.0437,11.78,0.0,0.0,100.0,100.0,Hybrid,VeryHigh
bandhan mutual fund,0,0,0.0331,12.46,0.0,0.0,100.0,100.0,Other,VeryHigh
bandhan mutual fund,3,2,0.0067,15.5,0.0709,0.0496,100.0,100.0,Debt,ModeratelyHigh
bandhan mutual fund,0,0,0.0060999999999999995,11.47,0.0756,0.0,100.0,100.0,Other,LowtoModerate
bandhan mutual fund,0,0,0.0076,12.15,0.0818,0.0533,100.0,100.0,Other,LowtoModerate
bandhan mutual fund,3,2,0.005699999999999999,37.95,0.06860000000000001,0.0548,100.0,100.0,Debt,LowtoModerate
bandhan mutual fund,0,0,0.0068000000000000005,12.09,0.0801,0.0521,100.0,100.0,Other,LowtoModerate
hdfc mutual fund,0,0,0.0591,19.87,0.44380000000000003,0.0,100.0,100.0,Equity,VeryHigh
hdfc mutual fund,3,4,0.0581,350.62,0.4296,0.2492,100.0,100.0,Equity,VeryHigh
hdfc mutual fund,0,0,0.0525,26.47,0.4174,0.24539999999999998,100.0,100.0,Equity,LowtoModerate
hdfc mutual fund,2,2,0.0625,755.05,0.45049999999999996,0.2133,100.0,100.0,Equity,Moderate
union mutual fund,0,0,0.0487,11.85,0.0,0.0,500.0,500.0,Equity,VeryHigh
union mutual fund,0,0,0.0791,14.32,0.44060000000000005,0.0,500.0,500.0,Equity,VeryHigh
axis mutual fund,0,0,0.0095,10.5,0.0,0.0,1000.0,1000.0,Other,Moderate
axis mutual fund,0,0,0.0062,11.5,0.08259999999999999,0.0,1000.0,1000.0,Other,LowtoModerate
taurus mutual fund,3,3,0.0387,50.96,0.1934,0.13949999999999999,500.0,500.0,Equity,VeryHigh
taurus mutual fund,3,2,0.0446,131.5,0.3518,0.2158,500.0,500.0,Equity,High
icici prudential mutual fund,0,0,0.0335,19.46,0.5757,0.0,100.0,100.0,Equity,VeryHigh
kotak mahindra mutual fund,3,5,0.0519,71.54,0.5456,0.311,100.0,100.0,Equity,High
kotak mahindra mutual fund,0,0,0.059500000000000004,30.95,0.4436,0.19,100.0,100.0,Equity,High
kotak mahindra mutual fund,4,4,0.051699999999999996,579.34,0.33759999999999996,0.1542,100.0,100.0,Equity,VeryHigh
aditya birla sun life mutual fund,0,0,0.0433,10.37,0.0,0.0,500.0,500.0,Equity,VeryHigh
sbi mutual fund,0,0,0.078,19.98,0.5191,0.0,500.0,500.0,Other,VeryHigh
sbi mutual fund,0,0,0.0745,9.39,0.0,0.0,500.0,500.0,Other,VeryHigh
sbi mutual fund,0,0,0.054299999999999994,19.05,0.46659999999999996,0.0,500.0,500.0,Other,VeryHigh
kotak mahindra mutual fund,0,0,0.0632,17.84,0.32939999999999997,0.1264,100.0,100.0,Equity,VeryHigh
kotak mahindra mutual fund,4,4,0.0487,348.69,0.4171,0.2108,100.0,100.0,Equity,ModeratelyHigh
kotak mahindra mutual fund,0,3,0.0463,83.97,0.3446,0.16570000000000001,100.0,100.0,Equity,Moderate
kotak mahindra mutual fund,4,4,0.046799999999999994,120.49,0.37060000000000004,0.19469999999999998,500.0,500.0,Equity,Moderate
bandhan mutual fund,5,3,0.005699999999999999,2987.56,0.0729,0.059699999999999996,100.0,100.0,Debt,LowtoModerate
bandhan mutual fund,4,3,0.0078000000000000005,41.11,0.0776,0.053899999999999997,100.0,100.0,Other,Moderate
bandhan mutual fund,0,0,0.060700000000000004,17.89,0.41479999999999995,0.0,100.0,100.0,Equity,VeryHigh
bandhan mutual fund,0,0,0.038900000000000004,14.09,0.3261,0.1201,100.0,100.0,Other,VeryHigh
bandhan mutual fund,4,0,0.012,42.72,0.09880000000000001,0.0524,100.0,100.0,Debt,Moderate
bandhan mutual fund,4,3,0.005699999999999999,14.36,0.0726,0.058499999999999996,100.0,100.0,Debt,LowtoModerate
bandhan mutual fund,4,3,0.005600000000000001,36.33,0.0716,0.0565,100.0,100.0,Debt,LowtoModerate
bandhan mutual fund,0,0,0.0387,18.87,0.5314,0.0,100.0,100.0,Equity,VeryHigh
bandhan mutual fund,2,3,0.0054,30.79,0.076,0.058899999999999994,100.0,100.0,Hybrid,Low
aditya birla sun life mutual fund,0,0,0.0,0.0,0.0,0.0,500.0,500.0,Other,Moderate
aditya birla sun life mutual fund,0,0,0.0,10.69,0.0,0.0,500.0,500.0,Other,LowtoModerate
aditya birla sun life mutual fund,0,0,0.009300000000000001,11.74,0.0894,0.0,500.0,500.0,Other,Moderate
nippon india mutual fund,0,0,0.0,10.08,0.0,0.0,100.0,100.0,Other,VeryHigh
nippon india mutual fund,0,0,0.0416,11.1,0.0,0.0,100.0,100.0,Other,VeryHigh
nippon india mutual fund,0,0,0.1084,11.42,0.0,0.0,100.0,100.0,Other,VeryHigh
kotak mahindra mutual fund,4,5,0.0054,35.52,0.07919999999999999,0.0623,100.0,100.0,Hybrid,Low
axis mutual fund,0,0,0.10830000000000001,14.61,0.3328,0.0,100.0,100.0,Other,VeryHigh
axis mutual fund,0,0,0.0398,17.37,0.2658,0.0,100.0,100.0,Other,VeryHigh
axis mutual fund,0,0,0.0076,6.54,0.0369,0.0999,100.0,100.0,Other,VeryHigh
